timestamp,symbol,action,timeframe,strategy,executed,lot_size,tpsl_mode,trade_done,tpsl_done,ticket,execution_price,executed_at,processed_at
2025-07-28T09:00:03.423381+00:00,EURUSD,buy,1hr,algo15,yes,0.11,percentage_balance,yes,no,1580247662.0,1.17411,2025-07-28T06:00:14.880566+00:00,2025-07-28T06:00:08.304107+00:00
2025-07-28T09:35:50.674811+00:00,GBPUSD,buy,1hr,algo15,yes,0.09,percentage_balance,yes,no,1580319618.0,1.3408300000000002,2025-07-28T06:36:02.211563+00:00,2025-07-28T06:35:54.786999+00:00
2025-07-28T11:00:02.884872+00:00,XAUUSD,sell,1hr,algo11,yes,0.01,percentage_balance,yes,no,1580525458.0,3335.332,2025-07-28T08:00:13.392337+00:00,2025-07-28T08:00:08.859508+00:00
2025-07-28T13:00:00.844509+00:00,XAUUSD,buy,1hr,algo11,yes,0.01,percentage_balance,yes,no,1580808833.0,3338.087,2025-07-28T10:00:07.739909+00:00,2025-07-28T10:00:03.684202+00:00
2025-07-28T14:00:01.545325+00:00,XAUUSD,sell,1hr,algo11,yes,0.01,percentage_balance,yes,no,1580929733.0,3336.26,2025-07-28T11:00:14.514484+00:00,2025-07-28T11:00:07.531679+00:00
2025-07-28T14:00:08.696038+00:00,BTCUSD,sell,1hr,algo15,yes (err:symbol),,,no,no,,,,2025-07-28T11:00:18.037171+00:00
2025-07-28T14:00:09.148089+00:00,BTCUSD,sell,1HR,algo11,yes,0.02,percentage_balance,yes,no,1580930080.0,118823.39,2025-07-28T11:00:23.457903+00:00,2025-07-28T11:00:18.054257+00:00
2025-07-28T15:00:13.423680+00:00,BTCUSD,buy,1HR,algo11,yes,0.02,percentage_balance,yes,no,1581044628.0,118854.67,2025-07-28T12:00:25.597881+00:00,2025-07-28T12:00:17.933083+00:00
2025-07-28T15:00:13.803369+00:00,BTCUSD,buy,1hr,algo15,yes (err:symbol),,,no,no,,,,2025-07-28T12:00:17.933975+00:00
2025-07-28T16:00:02.199175+00:00,GBPUSD,buy,1hr,algo15,yes,0.09,percentage_balance,yes,no,1581257450.0,1.3438,2025-07-28T13:00:12.512180+00:00,2025-07-28T13:00:07.118100+00:00
2025-07-28T19:00:20.967640+00:00,SOLUSD,buy,1hr,algo10,no,0.01,percentage_balance,no,no,,,,2025-07-28T16:00:26.002610+00:00
2025-07-28T19:00:34.182089+00:00,BNBUSD,buy,1hr,algo10,no,0.01,percentage_balance,no,no,,,,2025-07-28T16:00:40.326687+00:00
2025-07-28T19:02:19.178253+00:00,GBPUSD,buy,1hr,algo15,yes,0.08,percentage_balance,yes,no,1581927273.0,1.33902,2025-07-28T16:02:25.229457+00:00,2025-07-28T16:02:23.979829+00:00
2025-07-28T20:00:11.548246+00:00,BNBUSD,sell,1hr,algo10,no,0.01,percentage_balance,no,no,,,,2025-07-28T17:00:16.105380+00:00
2025-07-28T20:13:36.167142+00:00,BTCUSD,buy,1HR,algo11,yes,0.02,percentage_balance,yes,no,1582071848.0,117965.88,2025-07-28T17:13:41.496800+00:00,2025-07-28T17:13:36.751379+00:00
2025-07-28T20:13:36.404638+00:00,BTCUSD,buy,1hr,algo15,yes (err:symbol),,,no,no,,,,2025-07-28T17:13:36.752704+00:00
2025-07-28T21:00:15.342816+00:00,BNBUSD,sell,1hr,algo10,no,0.01,percentage_balance,no,no,,,,2025-07-28T18:00:17.995280+00:00
2025-07-28T22:46:04.386789+00:00,BNBUSD,buy,1hr,algo10,yes (err:symbol),,,no,no,,,,2025-07-28T19:46:05.968816+00:00
